time,Day,Harga Pasar,Curah Hujan,IsHarvestMonth,IsBigMonth
2023-11-14,Tuesday,13600,18.2,0,0
2023-11-15,Wednesday,13600,22.8,0,0
2023-11-16,Thursday,13600,12.9,0,0
2023-11-17,Friday,13600,13.1,0,0
2023-11-18,Saturday,13600,13.2,0,0
2023-11-19,Sunday,13600,9.1,0,0
2023-11-20,Monday,13600,21.9,0,0
2023-11-21,Tuesday,13600,40.1,0,0
2023-11-22,Wednesday,13600,18.6,0,0
2023-11-23,Thursday,13600,38.8,0,0
2023-11-24,Friday,13600,11.9,0,0
2023-11-25,Saturday,13598,18.7,0,0
2023-11-26,Sunday,13598,25.0,0,0
2023-11-27,Monday,13600,18.4,0,0
2023-11-28,Tuesday,13600,33.4,0,0
2023-11-29,Wednesday,13600,14.5,0,0
2023-11-30,Thursday,13600,5.9,0,0
2023-12-01,Friday,13850,49.6,0,0
2023-12-02,Saturday,13919,18.1,0,0
2023-12-03,Sunday,13850,19.7,0,0
2023-12-04,Monday,13850,18.3,0,0
2023-12-05,Tuesday,14000,18.3,0,0
2023-12-06,Wednesday,14000,10.5,0,0
2023-12-07,Thursday,14000,10.6,0,0
2023-12-08,Friday,14000,1.6,0,0
2023-12-09,Saturday,14002,12.2,0,0
2023-12-10,Sunday,14001,9.3,0,0
2023-12-11,Monday,14000,25.7,0,0
2023-12-12,Tuesday,14000,18.3,0,0
2023-12-13,Wednesday,14000,28.0,0,0
2023-12-14,Thursday,14000,10.3,0,0
2023-12-15,Friday,14000,13.2,0,0
2023-12-16,Saturday,14000,25.2,0,0
2023-12-17,Sunday,14000,26.9,0,0
2023-12-18,Monday,14000,10.5,0,1
2023-12-19,Tuesday,14000,10.9,0,1
2023-12-20,Wednesday,14000,8.4,0,1
2023-12-21,Thursday,14000,11.0,0,1
2023-12-22,Friday,14000,23.6,0,1
2023-12-23,Saturday,14000,29.7,0,1
2023-12-24,Sunday,14000,30.6,0,1
2023-12-25,Monday,14000,11.8,0,1
2023-12-26,Tuesday,14000,24.9,0,1
2023-12-27,Wednesday,14000,9.2,0,1
2023-12-28,Thursday,14000,9.8,0,1
2023-12-29,Friday,14000,59.9,0,1
2023-12-30,Saturday,14000,16.3,0,1
2023-12-31,Sunday,14000,22.9,0,1
2024-01-01,Monday,14000,13.3,0,1
2024-01-02,Tuesday,14000,8.7,0,1
2024-01-03,Wednesday,14000,18.1,0,1
2024-01-04,Thursday,14000,5.4,0,1
2024-01-05,Friday,14000,7.4,0,1
2024-01-06,Saturday,14001,6.9,0,1
2024-01-07,Sunday,14000,30.2,0,1
2024-01-08,Monday,14000,8.0,0,0
2024-01-09,Tuesday,14000,20.3,0,0
2024-01-10,Wednesday,14000,20.1,0,0
2024-01-11,Thursday,14000,4.2,0,0
2024-01-12,Friday,14000,1.8,0,0
2024-01-13,Saturday,13999,1.6,0,0
2024-01-14,Sunday,13999,5.2,0,0
2024-01-15,Monday,14000,0.5,0,0
2024-01-16,Tuesday,14000,4.2,0,0
2024-01-17,Wednesday,14000,20.5,0,0
2024-01-18,Thursday,14000,4.7,0,0
2024-01-19,Friday,14000,4.2,0,0
2024-01-20,Saturday,14026,11.8,0,0
2024-01-21,Sunday,14033,0.7,0,0
2024-01-22,Monday,14000,0.0,0,0
2024-01-23,Tuesday,14000,12.6,0,0
2024-01-24,Wednesday,14300,23.7,0,0
2024-01-25,Thursday,14300,40.7,0,0
2024-01-26,Friday,14300,49.7,0,0
2024-01-27,Saturday,14293,37.6,0,0
2024-01-28,Sunday,14282,4.7,0,0
2024-01-29,Monday,14300,3.5,0,0
2024-01-30,Tuesday,14350,3.7,0,0
2024-01-31,Wednesday,14350,1.1,0,0
2024-02-01,Thursday,14350,2.8,0,0
2024-02-02,Friday,14350,9.1,0,0
2024-02-03,Saturday,14350,10.7,0,0
2024-02-04,Sunday,14350,0.5,0,0
2024-02-05,Monday,14350,0.3,0,0
2024-02-06,Tuesday,14350,0.8,0,0
2024-02-07,Wednesday,14350,1.2,0,0
